%time,field.header.seq,field.header.stamp,field.header.frame_id,field.data.layout.dim0.label,field.data.layout.dim0.size,field.data.layout.dim0.stride,field.data.layout.dim1.label,field.data.layout.dim1.size,field.data.layout.dim1.stride,field.data.layout.data_offset,field.data.data0,field.data.data1,field.data.data2,field.data.data3,field.data.data4,field.data.data5,field.data.data6,field.data.data7,field.data.data8,field.data.data9,field.data.data10,field.data.data11,field.data.data12,field.data.data13,field.data.data14,field.data.data15,field.data.data16,field.data.data17,field.data.data18,field.data.data19,field.data.data20,field.data.data21,field.data.data22,field.data.data23,field.data.data24,field.data.data25,field.data.data26,field.data.data27,field.data.data28,field.data.data29,field.data.data30,field.data.data31,field.data.data32,field.data.data33,field.data.data34,field.data.data35,field.data.data36,field.data.data37,field.data.data38,field.data.data39,field.data.data40,field.data.data41,field.data.data42,field.data.data43,field.data.data44,field.data.data45,field.data.data46,field.data.data47,field.data.data48,field.data.data49,field.data.data50,field.data.data51,field.data.data52,field.data.data53,field.data.data54,field.data.data55,field.data.data56,field.data.data57,field.data.data58,field.data.data59,field.data.data60,field.data.data61,field.data.data62,field.data.data63,field.data.data64,field.data.data65,field.data.data66,field.data.data67,field.data.data68,field.data.data69,field.data.data70,field.data.data71,field.data.data72,field.data.data73,field.data.data74,field.data.data75,field.data.data76,field.data.data77,field.data.data78,field.data.data79,field.data.data80,field.data.data81,field.data.data82,field.data.data83,field.data.data84,field.data.data85,field.data.data86,field.data.data87,field.data.data88,field.data.data89,field.data.data90,field.data.data91,field.data.data92,field.data.data93,field.data.data94,field.data.data95,field.data.data96,field.data.data97,field.data.data98,field.data.data99,field.data.data100,field.data.data101,field.data.data102,field.data.data103,field.data.data104,field.data.data105,field.data.data106,field.data.data107,field.data.data108,field.data.data109,field.data.data110,field.data.data111,field.data.data112,field.data.data113,field.data.data114,field.data.data115,field.data.data116,field.data.data117,field.data.data118,field.data.data119
1692392615009567975,23,1692392615009567975,,rows,1,120,columns,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-341.0,1058.0,1128.0,4339.0,1390.0,-534.0,540.0,1152.0,1172.0,1075.0,1260.0,1519.0,1160.0,1404.0,1262.0,1622.0,569.0,0.0,16384.0,20468.0,0.0,-21846.0,-21846.0,-21846.0
1692392615085350513,24,1692392615085350513,,rows,1,120,columns,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-334.0,1059.0,1128.0,4338.0,1390.0,-534.0,539.0,1152.0,1172.0,1074.0,1259.0,1518.0,1159.0,1404.0,1262.0,1622.0,605.0,0.0,16384.0,20468.0,0.0,-21846.0,-21846.0,-21846.0
1692392615164286375,25,1692392615164286375,,rows,1,120,columns,1,1,0,281.0,270.0,-2963.0,275.0,272.0,282.0,274.0,273.0,281.0,273.0,279.0,292.0,277.0,268.0,268.0,276.0,-2811.0,276.0,276.0,277.0,270.0,275.0,262.0,270.0,-3894.0,-2618.0,277.0,271.0,268.0,-1277.0,169.0,-3328.0,276.0,277.0,267.0,270.0,280.0,266.0,287.0,277.0,276.0,275.0,277.0,-2441.0,276.0,276.0,273.0,267.0,283.0,288.0,285.0,284.0,267.0,-2098.0,285.0,286.0,-3095.0,-3610.0,270.0,277.0,276.0,286.0,275.0,281.0,256.0,269.0,-3146.0,264.0,270.0,263.0,273.0,271.0,269.0,285.0,272.0,283.0,-1620.0,285.0,267.0,283.0,270.0,268.0,267.0,268.0,283.0,266.0,-1688.0,267.0,276.0,274.0,266.0,278.0,265.0,272.0,274.0,276.0,-335.0,1058.0,1129.0,4339.0,1391.0,-533.0,540.0,1152.0,1172.0,1075.0,1259.0,1519.0,1160.0,1404.0,1263.0,1622.0,641.0,0.0,16384.0,20468.0,281.0,-21846.0,-21846.0,-21846.0
1692392615246081590,26,1692392615246081590,,rows,1,120,columns,1,1,0,258.0,247.0,-2162.0,252.0,249.0,258.0,250.0,250.0,257.0,250.0,256.0,-528.0,-177.0,246.0,244.0,-1530.0,-1702.0,252.0,253.0,253.0,246.0,251.0,239.0,247.0,-2453.0,-1170.0,253.0,247.0,245.0,-908.0,-1549.0,-3722.0,253.0,253.0,245.0,247.0,256.0,244.0,263.0,253.0,252.0,-1688.0,-239.0,-2260.0,252.0,252.0,250.0,244.0,-522.0,263.0,260.0,260.0,244.0,-1897.0,249.0,261.0,-2136.0,-2589.0,246.0,253.0,252.0,261.0,252.0,-2540.0,-3568.0,246.0,-3419.0,242.0,247.0,240.0,-756.0,247.0,245.0,261.0,248.0,259.0,-2516.0,-2514.0,244.0,259.0,247.0,245.0,244.0,245.0,-3261.0,243.0,-2953.0,244.0,252.0,250.0,243.0,254.0,-1073.0,-2159.0,250.0,252.0,-339.0,1058.0,1128.0,4339.0,1391.0,-534.0,540.0,1152.0,1172.0,1074.0,1259.0,1518.0,1160.0,1404.0,1262.0,1622.0,689.0,0.0,16384.0,20468.0,258.0,-21846.0,-21846.0,-21846.0
1692392615331301212,27,1692392615331301212,,rows,1,120,columns,1,1,0,241.0,231.0,-1536.0,236.0,-2049.0,242.0,235.0,234.0,241.0,234.0,239.0,-7230.0,283.0,230.0,229.0,-1044.0,-1056.0,235.0,236.0,237.0,231.0,-1117.0,225.0,231.0,-1825.0,-1047.0,237.0,232.0,229.0,-814.0,-1198.0,-2324.0,237.0,237.0,229.0,232.0,240.0,-2414.0,246.0,-8168.0,-1353.0,-1068.0,-972.0,-1555.0,236.0,236.0,234.0,229.0,-1287.0,247.0,244.0,244.0,228.0,-1227.0,-5464.0,-6108.0,-1539.0,-1620.0,231.0,237.0,237.0,244.0,236.0,-2294.0,-3355.0,230.0,-2355.0,226.0,231.0,224.0,-571.0,231.0,230.0,244.0,232.0,243.0,-2027.0,-1985.0,228.0,244.0,231.0,229.0,228.0,230.0,-2275.0,228.0,-1797.0,-5676.0,-8142.0,-269.0,227.0,246.0,-941.0,-1333.0,234.0,-1550.0,-333.0,1059.0,1129.0,4339.0,1390.0,-534.0,540.0,1152.0,1171.0,1074.0,1259.0,1519.0,1160.0,1404.0,1262.0,1622.0,725.0,0.0,16384.0,20468.0,241.0,-21846.0,-21846.0,-21846.0
1692392615418938875,28,1692392615418938875,,rows,1,120,columns,1,1,0,223.0,213.0,-583.0,218.0,-1912.0,222.0,217.0,-775.0,222.0,216.0,220.0,-4740.0,221.0,212.0,211.0,-71.0,-243.0,217.0,217.0,218.0,212.0,-936.0,-1423.0,-538.0,-1108.0,-224.0,217.0,213.0,210.0,-161.0,-804.0,-1176.0,218.0,219.0,207.0,214.0,222.0,-1108.0,227.0,-5437.0,-764.0,-420.0,-212.0,-662.0,217.0,218.0,216.0,210.0,-509.0,227.0,225.0,225.0,211.0,-369.0,-3419.0,-4126.0,-667.0,-983.0,212.0,219.0,218.0,225.0,217.0,-792.0,-1750.0,211.0,-1044.0,208.0,212.0,206.0,95.0,213.0,211.0,225.0,214.0,224.0,-1048.0,-955.0,210.0,-5409.0,213.0,-693.0,211.0,-1360.0,-1502.0,209.0,-768.0,-3984.0,-6074.0,228.0,209.0,-5209.0,29.0,-667.0,215.0,-1074.0,-336.0,1058.0,1128.0,4339.0,1390.0,-534.0,540.0,1152.0,1172.0,1074.0,1259.0,1518.0,1160.0,1403.0,1262.0,1623.0,773.0,0.0,16384.0,20468.0,223.0,-21846.0,-21846.0,-21846.0
1692392615510767936,29,1692392615510767936,,rows,1,120,columns,1,1,0,208.0,200.0,-634.0,204.0,-1820.0,208.0,203.0,-2079.0,208.0,202.0,206.0,18.0,205.0,199.0,198.0,-1030.0,786.0,151.0,151.0,152.0,158.0,-76.0,-242.0,364.0,96.0,658.0,151.0,148.0,146.0,1119.0,300.0,-9.0,204.0,205.0,-1897.0,-1878.0,207.0,-1669.0,213.0,14.0,-764.0,-454.0,-664.0,-582.0,195.0,195.0,194.0,189.0,-586.0,204.0,202.0,202.0,189.0,-494.0,-2506.0,-3132.0,-756.0,-438.0,190.0,197.0,195.0,202.0,195.0,-1226.0,-971.0,146.0,-496.0,143.0,147.0,142.0,1078.0,147.0,195.0,208.0,197.0,207.0,-791.0,-1020.0,193.0,-4945.0,196.0,-942.0,194.0,-1438.0,-1348.0,193.0,-416.0,-3257.0,9.0,475.0,192.0,-4277.0,289.0,-438.0,198.0,-977.0,-341.0,1058.0,1129.0,4339.0,1390.0,-534.0,539.0,1152.0,1172.0,1074.0,1259.0,1519.0,1159.0,1403.0,1263.0,1623.0,809.0,0.0,16384.0,20468.0,208.0,-21846.0,-21846.0,-21846.0
1692392615604063272,30,1692392615604063272,,rows,1,120,columns,1,1,0,114.0,107.0,1855.0,110.0,841.0,112.0,111.0,907.0,114.0,110.0,112.0,94.0,111.0,107.0,107.0,2262.0,2614.0,68.0,66.0,68.0,65.0,1597.0,1011.0,144.0,1828.0,2136.0,67.0,65.0,64.0,2485.0,1788.0,1756.0,110.0,111.0,674.0,501.0,113.0,1023.0,118.0,86.0,1676.0,1481.0,1843.0,1781.0,90.0,90.0,89.0,86.0,2013.0,95.0,94.0,95.0,88.0,1764.0,232.0,40.0,1673.0,1819.0,87.0,92.0,89.0,96.0,90.0,1871.0,1457.0,64.0,1921.0,63.0,64.0,62.0,119.0,65.0,92.0,103.0,93.0,102.0,1690.0,1859.0,91.0,-1113.0,95.0,1687.0,92.0,1095.0,1070.0,90.0,2160.0,-12.0,71.0,99.0,90.0,-623.0,925.0,2264.0,93.0,1671.0,-337.0,1059.0,1128.0,4339.0,1390.0,-534.0,540.0,1153.0,1172.0,1074.0,1259.0,1519.0,1159.0,1404.0,1262.0,1622.0,857.0,0.0,16384.0,20468.0,114.0,-21846.0,-21846.0,-21846.0
1692392615699623107,31,1692392615699623107,,rows,1,120,columns,1,1,0,52.0,47.0,2279.0,48.0,987.0,49.0,51.0,1011.0,52.0,50.0,51.0,38.0,50.0,49.0,48.0,184.0,2386.0,33.0,31.0,33.0,30.0,432.0,954.0,33.0,1694.0,1909.0,31.0,31.0,30.0,76.0,1257.0,1515.0,48.0,51.0,1000.0,1351.0,52.0,1388.0,55.0,32.0,544.0,1687.0,58.0,1686.0,42.0,41.0,41.0,39.0,212.0,44.0,44.0,45.0,41.0,1669.0,790.0,25.0,1706.0,1856.0,39.0,44.0,40.0,46.0,40.0,1509.0,1287.0,30.0,1380.0,29.0,29.0,28.0,32.0,30.0,39.0,48.0,39.0,49.0,1746.0,2281.0,38.0,-416.0,43.0,83.0,40.0,1010.0,1820.0,37.0,2948.0,20.0,25.0,44.0,38.0,20.0,46.0,1528.0,39.0,1928.0,-340.0,1058.0,1129.0,4340.0,1390.0,-533.0,540.0,1153.0,1172.0,1074.0,1260.0,1519.0,1160.0,1404.0,1262.0,1622.0,905.0,0.0,16384.0,20468.0,52.0,-21846.0,-21846.0,-21846.0
1692392615798093557,32,1692392615798093557,,rows,1,120,columns,1,1,0,25.0,21.0,1561.0,22.0,970.0,22.0,24.0,-220.0,26.0,25.0,24.0,15.0,24.0,24.0,23.0,30.0,1566.0,18.0,15.0,18.0,15.0,24.0,48.0,16.0,1150.0,1427.0,16.0,16.0,15.0,21.0,266.0,873.0,22.0,24.0,265.0,77.0,25.0,371.0,28.0,9.0,28.0,718.0,23.0,1292.0,21.0,20.0,21.0,19.0,27.0,23.0,22.0,24.0,21.0,886.0,547.0,454.0,1116.0,1495.0,19.0,23.0,19.0,24.0,19.0,613.0,219.0,15.0,470.0,15.0,14.0,14.0,15.0,16.0,16.0,25.0,16.0,25.0,1674.0,2164.0,15.0,-1.0,21.0,16.0,17.0,295.0,1625.0,15.0,1108.0,510.0,6.0,21.0,15.0,7.0,18.0,33.0,16.0,36.0,-336.0,1058.0,1129.0,4339.0,1390.0,-534.0,539.0,1153.0,1172.0,1074.0,1259.0,1519.0,1160.0,1403.0,1262.0,1622.0,953.0,0.0,16384.0,20468.0,25.0,-21846.0,-21846.0,-21846.0
1692392615898505926,33,1692392615898505926,,rows,1,120,columns,1,1,0,12.0,8.0,71.0,8.0,353.0,8.0,11.0,122.0,12.0,12.0,10.0,3.0,10.0,11.0,10.0,13.0,241.0,10.0,8.0,10.0,8.0,12.0,9.0,8.0,831.0,20.0,8.0,8.0,8.0,10.0,13.0,514.0,8.0,11.0,13.0,11.0,12.0,151.0,14.0,-2.0,12.0,16.0,11.0,758.0,10.0,9.0,10.0,8.0,13.0,11.0,10.0,12.0,10.0,515.0,394.0,161.0,741.0,1005.0,8.0,12.0,8.0,13.0,8.0,62.0,4.0,8.0,313.0,8.0,7.0,6.0,6.0,8.0,4.0,13.0,4.0,13.0,1359.0,22.0,4.0,0.0,9.0,2.0,6.0,7.0,1024.0,3.0,14.0,484.0,-3.0,9.0,3.0,-1.0,6.0,12.0,3.0,10.0,-332.0,1058.0,1128.0,4339.0,1390.0,-534.0,540.0,1152.0,1172.0,1074.0,1260.0,1519.0,1160.0,1404.0,1262.0,1622.0,1013.0,0.0,16384.0,20468.0,12.0,-21846.0,-21846.0,-21846.0
1692392616001283884,34,1692392616001283884,,rows,1,120,columns,1,1,0,7.0,3.0,13.0,3.0,649.0,3.0,6.0,7.0,7.0,7.0,5.0,0.0,5.0,6.0,5.0,8.0,57.0,7.0,4.0,7.0,5.0,8.0,6.0,6.0,993.0,9.0,5.0,5.0,5.0,7.0,7.0,931.0,3.0,6.0,7.0,6.0,7.0,11.0,9.0,-5.0,8.0,9.0,6.0,16.0,6.0,5.0,6.0,5.0,8.0,7.0,7.0,9.0,7.0,15.0,584.0,210.0,1003.0,1069.0,4.0,8.0,4.0,9.0,4.0,13.0,796.0,5.0,1069.0,5.0,4.0,4.0,3.0,5.0,0.0,8.0,-1.0,9.0,28.0,12.0,-1.0,-2.0,5.0,-3.0,2.0,1.0,396.0,-2.0,5.0,445.0,-6.0,5.0,-1.0,-3.0,1.0,6.0,-1.0,5.0,-332.0,1058.0,1128.0,4339.0,1390.0,-534.0,540.0,1153.0,1172.0,1074.0,1259.0,1519.0,1159.0,1404.0,1262.0,1622.0,1061.0,0.0,16384.0,20468.0,7.0,-21846.0,-21846.0,-21846.0
1692392616108905076,35,1692392616108905076,,rows,1,120,columns,1,1,0,4.0,1.0,7.0,1.0,79.0,0.0,4.0,2.0,5.0,5.0,3.0,-2.0,3.0,4.0,3.0,5.0,50.0,6.0,3.0,6.0,4.0,6.0,4.0,4.0,481.0,6.0,4.0,4.0,4.0,5.0,5.0,520.0,1.0,4.0,4.0,3.0,4.0,2.0,7.0,-7.0,5.0,6.0,5.0,8.0,5.0,3.0,5.0,3.0,6.0,5.0,5.0,7.0,5.0,8.0,391.0,212.0,581.0,302.0,2.0,6.0,2.0,8.0,2.0,9.0,221.0,3.0,431.0,4.0,2.0,2.0,1.0,4.0,-2.0,6.0,-2.0,6.0,3.0,8.0,-3.0,-2.0,3.0,-5.0,0.0,-2.0,723.0,-4.0,1.0,169.0,-7.0,3.0,-2.0,-3.0,-1.0,4.0,-3.0,2.0,-335.0,1058.0,1128.0,4339.0,1390.0,-534.0,540.0,1152.0,1172.0,1074.0,1259.0,1519.0,1160.0,1404.0,1262.0,1622.0,1109.0,0.0,16384.0,20468.0,4.0,-21846.0,-21846.0,-21846.0
1692392616218570709,36,1692392616218570709,,rows,1,120,columns,1,1,0,3.0,-1.0,5.0,0.0,6.0,-1.0,3.0,91.0,3.0,3.0,2.0,-3.0,2.0,3.0,2.0,4.0,46.0,5.0,2.0,5.0,3.0,5.0,3.0,3.0,342.0,4.0,3.0,3.0,3.0,4.0,3.0,396.0,-1.0,2.0,3.0,2.0,3.0,-1.0,6.0,-8.0,4.0,4.0,3.0,5.0,3.0,2.0,4.0,2.0,4.0,4.0,3.0,5.0,4.0,5.0,191.0,-219.0,536.0,12.0,1.0,5.0,1.0,7.0,1.0,7.0,329.0,3.0,367.0,2.0,2.0,1.0,1.0,3.0,-3.0,5.0,-4.0,5.0,-1.0,6.0,-4.0,-3.0,2.0,-6.0,-1.0,-4.0,1256.0,-5.0,-1.0,165.0,-9.0,2.0,-4.0,-5.0,-2.0,2.0,-4.0,0.0,-340.0,1058.0,1129.0,4339.0,1390.0,-534.0,540.0,1153.0,1171.0,1074.0,1259.0,1519.0,1160.0,1404.0,1262.0,1622.0,1169.0,0.0,16384.0,20468.0,3.0,-21846.0,-21846.0,-21846.0
1692392616332376241,37,1692392616332376241,,rows,1,120,columns,1,1,0,2.0,-1.0,4.0,-1.0,4.0,-2.0,2.0,-586.0,3.0,3.0,1.0,-2.0,1.0,2.0,1.0,3.0,45.0,4.0,2.0,4.0,2.0,5.0,2.0,3.0,-90.0,4.0,2.0,3.0,2.0,3.0,2.0,-307.0,-2.0,2.0,1.0,1.0,2.0,-2.0,5.0,-7.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,1.0,4.0,3.0,3.0,5.0,3.0,4.0,-166.0,-424.0,-70.0,8.0,0.0,5.0,0.0,6.0,1.0,6.0,-433.0,2.0,-701.0,2.0,1.0,1.0,0.0,2.0,-4.0,4.0,-4.0,5.0,-2.0,5.0,-4.0,-2.0,1.0,-7.0,-2.0,-5.0,38.0,-6.0,-2.0,-203.0,-8.0,1.0,-4.0,-4.0,-3.0,1.0,-5.0,0.0,-338.0,1059.0,1129.0,4339.0,1390.0,-534.0,540.0,1152.0,1172.0,1075.0,1259.0,1519.0,1159.0,1404.0,1262.0,1622.0,1217.0,0.0,16384.0,20468.0,2.0,-21846.0,-21846.0,-21846.0
1692392616452203035,38,1692392616452203035,,rows,1,120,columns,1,1,0,2.0,-1.0,3.0,-1.0,2.0,-2.0,2.0,-1009.0,2.0,2.0,1.0,-3.0,0.0,2.0,1.0,3.0,44.0,4.0,1.0,4.0,2.0,4.0,2.0,3.0,-175.0,3.0,2.0,2.0,2.0,3.0,2.0,-118.0,-2.0,1.0,1.0,1.0,2.0,-3.0,4.0,-8.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,2.0,4.0,3.0,3.0,-136.0,-497.0,-176.0,7.0,0.0,4.0,0.0,6.0,0.0,5.0,-423.0,2.0,-859.0,2.0,1.0,1.0,0.0,2.0,-4.0,4.0,-5.0,4.0,-3.0,4.0,-5.0,-2.0,1.0,-7.0,-2.0,-5.0,-369.0,-6.0,-3.0,-398.0,-8.0,1.0,-5.0,-4.0,-4.0,1.0,-5.0,-1.0,-335.0,1058.0,1129.0,4339.0,1390.0,-534.0,540.0,1152.0,1172.0,1074.0,1259.0,1519.0,1159.0,1404.0,1263.0,1622.0,1277.0,0.0,16384.0,20468.0,2.0,-21846.0,-21846.0,-21846.0
1692392616573944568,39,1692392616573944568,,rows,1,120,columns,1,1,0,1.0,-2.0,2.0,-2.0,2.0,-2.0,1.0,-814.0,2.0,2.0,0.0,-2.0,0.0,1.0,1.0,2.0,43.0,4.0,1.0,4.0,2.0,4.0,1.0,2.0,-96.0,2.0,2.0,2.0,2.0,3.0,1.0,-91.0,-2.0,1.0,1.0,0.0,2.0,-3.0,4.0,-7.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,3.0,2.0,2.0,4.0,3.0,3.0,-283.0,-509.0,8.0,5.0,0.0,4.0,0.0,6.0,0.0,4.0,-400.0,1.0,-826.0,2.0,1.0,0.0,0.0,2.0,-4.0,4.0,-5.0,4.0,-4.0,4.0,-5.0,-1.0,1.0,-8.0,-3.0,-5.0,-264.0,-6.0,-3.0,-307.0,-7.0,0.0,-5.0,-3.0,-4.0,1.0,-5.0,-1.0,-344.0,1058.0,1128.0,4339.0,1391.0,-534.0,539.0,1152.0,1171.0,1074.0,1259.0,1519.0,1159.0,1404.0,1262.0,1622.0,1337.0,0.0,16384.0,20468.0,1.0,-21846.0,-21846.0,-21846.0
1692392616698979377,40,1692392616698979377,,rows,1,120,columns,1,1,0,1.0,-2.0,2.0,-2.0,2.0,-3.0,1.0,692.0,2.0,2.0,0.0,-3.0,0.0,2.0,0.0,2.0,42.0,4.0,1.0,4.0,2.0,4.0,1.0,2.0,435.0,2.0,2.0,2.0,2.0,2.0,1.0,394.0,-3.0,1.0,0.0,0.0,1.0,-4.0,4.0,-8.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,4.0,3.0,3.0,-177.0,-10.0,4.0,5.0,0.0,4.0,0.0,5.0,-1.0,4.0,456.0,1.0,706.0,2.0,0.0,0.0,-1.0,2.0,-4.0,3.0,-5.0,4.0,-4.0,4.0,-6.0,-2.0,0.0,-8.0,-3.0,-6.0,32.0,-6.0,-3.0,-189.0,-8.0,0.0,-5.0,-4.0,-4.0,0.0,-6.0,-2.0,-338.0,1058.0,1129.0,4339.0,1390.0,-534.0,539.0,1153.0,1172.0,1075.0,1259.0,1519.0,1159.0,1404.0,1262.0,1622.0,1409.0,0.0,16384.0,20468.0,1.0,-21846.0,-21846.0,-21846.0
1692392616823553562,41,1692392616823553562,,rows,1,120,columns,1,1,0,1.0,-2.0,1.0,-2.0,1.0,-3.0,1.0,374.0,2.0,2.0,0.0,-3.0,0.0,1.0,0.0,2.0,41.0,3.0,1.0,3.0,1.0,4.0,1.0,2.0,149.0,2.0,1.0,2.0,1.0,2.0,1.0,68.0,-3.0,0.0,1.0,0.0,1.0,-4.0,4.0,-7.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,4.0,2.0,2.0,-24.0,-4.0,3.0,4.0,0.0,4.0,0.0,5.0,-1.0,4.0,556.0,1.0,571.0,1.0,0.0,0.0,-1.0,1.0,-5.0,3.0,-6.0,3.0,-5.0,3.0,-5.0,-2.0,0.0,-8.0,-3.0,-6.0,-1.0,-6.0,-4.0,-388.0,-8.0,0.0,-5.0,-4.0,-4.0,0.0,-6.0,-1.0,-340.0,1059.0,1128.0,4339.0,1390.0,-534.0,539.0,1153.0,1172.0,1075.0,1259.0,1519.0,1159.0,1403.0,1263.0,1622.0,1469.0,0.0,16384.0,20468.0,1.0,-21846.0,-21846.0,-21846.0
1692392616949868202,42,1692392616949868202,,rows,1,120,columns,1,1,0,1.0,-2.0,1.0,-2.0,1.0,-3.0,1.0,543.0,1.0,1.0,0.0,-3.0,-1.0,1.0,0.0,2.0,41.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,244.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,-3.0,0.0,0.0,0.0,1.0,-4.0,3.0,-8.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,1.0,4.0,2.0,2.0,121.0,-3.0,2.0,4.0,-1.0,3.0,0.0,5.0,-1.0,3.0,285.0,1.0,674.0,1.0,0.0,0.0,-1.0,1.0,-5.0,3.0,-6.0,3.0,-5.0,3.0,-6.0,-2.0,0.0,-8.0,-3.0,-6.0,-2.0,-6.0,-4.0,-76.0,-8.0,0.0,-6.0,-4.0,-4.0,0.0,-6.0,-2.0,-336.0,1058.0,1128.0,4339.0,1390.0,-534.0,540.0,1153.0,1172.0,1075.0,1259.0,1519.0,1159.0,1404.0,1262.0,1623.0,1529.0,0.0,16384.0,20468.0,1.0,-21846.0,-21846.0,-21846.0
1692392617078373432,43,1692392617078373432,,rows,1,120,columns,1,1,0,1.0,-3.0,1.0,-3.0,0.0,-3.0,0.0,-653.0,1.0,1.0,0.0,-2.0,0.0,1.0,0.0,1.0,40.0,3.0,1.0,3.0,1.0,3.0,-176.0,2.0,-233.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,-3.0,0.0,-149.0,0.0,1.0,-4.0,3.0,-7.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,4.0,2.0,2.0,-368.0,-2.0,2.0,4.0,-1.0,3.0,0.0,5.0,0.0,4.0,-501.0,1.0,-707.0,1.0,0.0,0.0,-1.0,1.0,-5.0,3.0,-6.0,3.0,-5.0,3.0,-6.0,-1.0,0.0,-8.0,-3.0,-340.0,0.0,-7.0,-4.0,-11.0,-8.0,0.0,-6.0,-3.0,-4.0,0.0,-6.0,-2.0,-333.0,1058.0,1128.0,4339.0,1389.0,-534.0,539.0,1152.0,1171.0,1074.0,1259.0,1519.0,1159.0,1404.0,1263.0,1621.0,1601.0,0.0,16384.0,20468.0,1.0,-21846.0,-21846.0,-21846.0
1692392617209560871,44,1692392617209560871,,rows,1,120,columns,1,1,0,1.0,-3.0,1.0,-3.0,-432.0,-3.0,0.0,-429.0,1.0,1.0,0.0,-2.0,-1.0,1.0,0.0,1.0,40.0,3.0,0.0,3.0,1.0,3.0,-167.0,2.0,99.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,-3.0,0.0,-494.0,-1.0,1.0,-4.0,3.0,-7.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,3.0,2.0,1.0,-360.0,-2.0,1.0,4.0,-1.0,3.0,-1.0,5.0,-1.0,3.0,-434.0,1.0,-316.0,1.0,0.0,-1.0,-1.0,1.0,-5.0,3.0,-6.0,3.0,-5.0,3.0,-6.0,-1.0,0.0,-9.0,-3.0,-210.0,-103.0,-7.0,-4.0,-9.0,-7.0,0.0,-5.0,-3.0,-5.0,-1.0,-6.0,-2.0,-335.0,1059.0,1128.0,4339.0,1390.0,-534.0,539.0,1152.0,1171.0,1075.0,1259.0,1519.0,1159.0,1404.0,1262.0,1622.0,1661.0,0.0,16384.0,20468.0,1.0,-21846.0,-21846.0,-21846.0
